time,equ_status,equ_status_1,H2_volume,CO_volume,CO2_volume,CH4_volume,C2H4_volume,C2H2_volume,C2H6_volume,total_hydrocarbons
2015-05-31,1,2,25.3,434.0,3006.0,4.59,3.93,0.0,0.65,9.17
2015-05-30,1,2,23.6,435.0,2992.0,4.61,3.88,0.0,0.68,9.17
2015-05-29,1,2,25.3,447.0,2871.0,4.8,3.59,0.0,0.6,8.99
2015-05-28,1,2,22.3,409.0,2787.0,4.23,3.49,0.0,0.67,8.39
2015-05-27,1,2,22.1,408.0,2981.0,4.26,3.47,0.0,0.66,8.39
2015-05-26,1,2,25.2,422.0,2879.0,4.46,3.85,0.0,0.64,8.95
2015-05-25,1,2,25.5,434.0,2868.0,4.4,3.41,0.0,0.67,8.48
2015-05-24,1,2,26.1,458.0,2942.0,4.68,3.49,0.0,0.61,8.78
2015-05-23,1,2,24.2,440.0,2851.0,4.62,3.79,0.0,0.63,9.04
2015-05-22,1,2,25.1,447.0,3010.0,4.09,3.38,0.0,0.71,8.18
2015-05-21,1,2,22.7,456.0,2773.0,4.78,3.73,0.0,0.62,9.13
2015-05-20,1,2,23.5,415.0,2845.0,4.66,3.62,0.0,0.63,8.91
2015-05-19,1,2,25.9,449.0,3031.0,4.07,3.5,0.0,0.61,8.18
2015-05-18,1,2,23.6,456.0,2907.0,4.72,3.33,0.0,0.6,8.65
2015-05-17,1,2,23.5,461.0,2786.0,4.6,3.84,0.0,0.6,9.04
2015-05-16,1,2,22.8,454.0,2782.0,4.94,3.73,0.0,0.68,9.35
2015-05-15,1,2,23.5,416.0,2862.0,4.25,3.49,0.0,0.65,8.39
2015-05-14,1,2,23.0,444.0,2770.0,4.37,3.54,0.0,0.7,8.61
2015-05-13,1,2,23.7,452.0,2994.0,4.31,3.76,0.0,0.67,8.74
2015-05-12,1,2,22.2,455.0,2832.0,4.88,3.93,0.0,0.66,9.47
2015-05-11,1,2,25.4,443.0,2953.0,4.69,3.49,0.0,0.61,8.79
2015-05-10,1,2,22.3,421.0,3017.0,4.17,3.78,0.0,0.7,8.65
2015-05-09,1,2,23.5,461.0,2786.0,4.6,3.84,0.0,0.6,9.04
2015-05-08,1,2,24.2,449.0,2798.0,4.72,3.35,0.0,0.59,8.66
2015-05-07,1,2,25.7,429.0,2919.0,4.51,3.54,0.0,0.66,8.71
2015-05-06,1,2,24.5,439.0,2970.0,4.95,3.7,0.0,0.7,9.35
2015-05-05,1,2,24.8,431.0,2781.0,4.86,3.4,0.0,0.61,8.87
2015-05-04,1,2,23.0,412.0,2947.0,4.41,3.39,0.0,0.68,8.48
2015-05-03,1,2,25.4,424.0,2995.0,4.93,3.74,0.0,0.67,9.34
2015-05-02,1,2,25.8,425.0,3040.0,4.63,3.76,0.0,0.66,9.05
2015-05-01,1,2,22.8,454.0,2782.0,4.94,3.73,0.0,0.68,9.35
2015-04-30,1,2,22.1,421.0,2864.0,4.36,3.57,0.0,0.68,8.61
2015-04-29,1,2,24.2,428.0,2913.0,4.69,3.49,0.0,0.6,8.78
2015-04-28,1,2,22.8,454.0,2782.0,4.94,3.73,0.0,0.68,9.35
2015-04-27,1,2,24.9,457.0,3022.0,4.65,3.57,0.0,0.69,8.91
2015-04-24,1,2,21.7,420.0,2784.0,4.27,3.99,0.0,0.61,8.87
2015-04-23,1,2,24.1,422.0,2885.0,4.7,3.31,0.0,0.64,8.65
2015-04-19,1,2,22.9,422.0,2979.0,4.11,3.63,0.0,0.67,8.41
2015-04-18,1,2,26.4,428.0,2942.0,4.28,3.96,0.0,0.62,8.86
2015-04-17,1,2,25.7,436.0,3013.0,4.95,3.62,0.0,0.64,9.21
2015-04-16,1,2,22.4,455.0,2986.0,4.69,3.41,0.0,0.68,8.78
2015-04-15,1,2,23.4,419.0,2798.0,4.26,3.3,0.0,0.71,8.27
2015-04-14,1,2,26.4,436.0,2899.0,4.1,3.47,0.0,0.61,8.18
2015-03-19,2,1,21.1,415.0,2777.0,4.31,3.13,0.0,0.53,7.97
2015-03-18,1,2,21.1,415.0,2777.0,4.31,3.13,0.0,0.53,7.97
2015-03-17,1,2,21.1,415.0,2777.0,4.31,3.13,0.0,0.53,7.97
2015-03-16,1,2,19.7,411.0,2664.0,4.05,2.9,0.0,0.46,7.41
2015-03-15,1,2,18.6,398.0,2721.0,4.14,3.24,0.0,0.52,7.9
2015-03-14,1,2,20.7,381.0,2804.0,3.93,3.25,0.0,0.55,7.73
2015-03-13,1,2,21.4,421.0,2921.0,3.65,3.03,0.0,0.47,7.15
2015-03-12,1,2,19.9,422.0,2753.0,3.83,2.71,0.0,0.5,7.04
2015-03-11,1,2,20.5,421.0,2682.0,3.96,3.28,0.0,0.48,7.72
2015-03-10,1,2,20.5,376.0,2830.0,4.07,2.92,0.0,0.51,7.5
2015-03-09,1,2,20.5,376.0,2830.0,4.07,2.92,0.0,0.51,7.5
2015-03-08,1,2,19.3,414.0,2815.0,3.87,3.02,0.0,0.54,7.43
2015-03-07,1,2,19.9,381.0,2760.0,3.78,3.22,0.0,0.55,7.55
2015-03-06,1,2,18.1,404.0,2777.0,4.03,2.91,0.0,0.47,7.41
2015-03-05,1,2,20.1,414.0,2892.0,4.37,3.29,0.0,0.51,8.17
2015-03-04,1,2,21.6,405.0,2804.0,4.06,3.22,0.0,0.53,7.81
2015-03-03,1,2,21.4,378.0,2755.0,3.97,3.28,0.0,0.47,7.72
2015-03-02,1,2,18.4,393.0,2708.0,3.65,3.29,0.0,0.51,7.45
2015-03-01,1,2,20.4,392.0,2914.0,4.27,2.78,0.0,0.54,7.59
2015-02-28,1,2,20.8,378.0,2851.0,4.16,2.73,0.0,0.5,7.39
2015-02-27,1,2,19.8,380.0,2880.0,3.91,2.71,0.0,0.51,7.13
2015-02-26,1,2,18.6,415.0,2685.0,4.2,3.01,0.0,0.48,7.69
2015-02-25,1,2,21.0,408.0,2818.0,4.21,3.07,0.0,0.51,7.79
2015-02-24,1,2,18.7,376.0,2841.0,3.71,3.23,0.0,0.51,7.45
2015-02-23,1,2,20.0,416.0,2882.0,3.83,3.14,0.0,0.47,7.44
2015-02-22,1,2,20.3,416.0,2716.0,4.25,2.75,0.0,0.48,7.48
2015-02-21,1,2,21.2,378.0,2904.0,3.64,2.7,0.0,0.51,6.85
2015-02-20,1,2,18.7,423.0,2858.0,3.88,2.85,0.0,0.5,7.23
2015-02-19,1,2,19.0,383.0,2704.0,4.27,3.08,0.0,0.53,7.88
2015-02-18,1,2,18.7,385.0,2794.0,3.81,2.98,0.0,0.45,7.24
2015-02-17,1,2,20.1,399.0,2858.0,3.9,3.1,0.0,0.53,7.53
2015-02-16,1,2,20.8,408.0,2687.0,4.28,3.26,0.0,0.54,8.08
2015-02-15,1,2,18.9,402.0,2668.0,4.06,2.99,0.0,0.46,7.51
2015-02-14,1,2,18.8,405.0,2901.0,4.24,2.74,0.0,0.51,7.49
2015-02-13,1,2,18.9,377.0,2930.0,4.22,3.27,0.0,0.51,8.0
2015-02-12,1,2,18.2,402.0,2795.0,3.92,2.87,0.0,0.54,7.33
2015-02-11,1,2,20.5,423.0,2894.0,3.68,3.03,0.0,0.55,7.26
2015-02-10,1,2,18.5,380.0,2847.0,4.15,3.1,0.0,0.46,7.71
2015-02-09,1,2,21.6,411.0,2893.0,3.78,2.86,0.0,0.51,7.15
2015-02-08,1,2,21.4,393.0,2818.0,3.71,3.14,0.0,0.5,7.35
2015-02-07,1,2,20.8,414.0,2765.0,3.71,2.81,0.0,0.53,7.05
2015-02-06,1,2,20.8,421.0,2782.0,4.22,3.27,0.0,0.5,7.99
2015-02-05,1,2,19.6,391.0,2920.0,4.21,3.27,0.0,0.51,7.99
2015-02-04,1,2,20.1,388.0,2928.0,3.71,2.81,0.0,0.53,7.05
2015-02-03,1,2,19.5,398.0,2691.0,3.86,2.93,0.0,0.54,7.33
2015-02-02,1,2,20.3,380.0,2806.0,4.18,3.26,0.0,0.46,7.9
2015-02-01,1,2,21.9,408.0,2830.0,3.89,3.28,0.0,0.46,7.63
2015-01-31,1,2,19.0,408.0,2673.0,3.6,2.94,0.0,0.52,7.06
2015-01-30,1,2,18.5,398.0,2784.0,4.01,3.02,0.0,0.48,7.51
2015-01-29,1,2,21.1,423.0,2769.0,3.96,2.84,0.0,0.52,7.32
2015-01-28,1,2,18.8,390.0,2828.0,4.21,2.79,0.0,0.49,7.49
2015-01-27,1,2,19.7,376.0,2796.0,3.67,2.85,0.0,0.54,7.06
2015-01-26,1,2,19.4,396.0,2797.0,4.23,2.96,0.0,0.51,7.7
2015-01-25,1,2,18.4,394.0,2703.0,3.91,2.85,0.0,0.47,7.23
2015-01-24,1,2,20.3,386.0,2887.0,3.74,3.1,0.0,0.51,7.35
2015-01-23,1,2,18.5,377.0,2931.0,4.32,2.99,0.0,0.47,7.78
2015-01-22,1,2,20.1,411.0,2740.0,3.72,3.2,0.0,0.53,7.45
2015-01-21,1,2,20.1,394.0,2721.0,3.81,3.28,0.0,0.46,7.55
2015-01-20,1,2,19.2,419.0,2713.0,4.07,3.04,0.0,0.5,7.61
2015-01-19,1,2,19.6,418.0,2806.0,3.9,2.97,0.0,0.46,7.33
2015-01-18,1,2,20.0,398.0,2693.0,3.9,2.9,0.0,0.53,7.33
2015-01-16,1,2,19.6,384.0,2850.0,3.86,3.25,0.0,0.53,7.64
2015-01-14,1,2,21.8,417.0,2836.0,4.38,2.72,0.0,0.47,7.57
2015-01-13,1,2,20.1,397.0,2903.0,3.73,3.03,0.0,0.49,7.25
2015-01-12,1,2,21.2,414.0,2716.0,4.04,2.91,0.0,0.47,7.42
