time,equ_status,equ_status_1,H2_volume,CO_volume,CO2_volume,CH4_volume,C2H4_volume,C2H2_volume,C2H6_volume,total_hydrocarbons
2015-07-31,1,2,9.39,201.0,451.0,3.29,0.39,0.0,0.0,3.68
2015-07-30,1,2,9.64,208.0,429.0,3.21,0.41,0.0,0.0,3.62
2015-06-20,1,2,9.08,205.0,468.0,3.32,0.44,0.0,0.0,3.76
2015-06-19,1,2,10.3,194.0,464.0,3.47,0.38,0.0,0.0,3.85
2015-06-14,2,1,9.82,203.0,468.0,3.39,0.44,0.0,0.0,3.83
2015-06-13,1,2,9.82,203.0,468.0,3.39,0.44,0.0,0.0,3.83
2015-06-12,1,2,9.82,203.0,468.0,3.39,0.44,0.0,0.0,3.83
2015-06-11,1,2,9.58,208.0,432.0,3.69,0.4,0.0,0.0,4.09
2015-06-10,1,2,9.59,208.0,431.0,3.22,0.36,0.0,0.0,3.58
2015-06-09,1,2,9.9,211.0,458.0,3.47,0.38,0.0,0.0,3.85
2015-06-08,1,2,9.39,199.0,462.0,3.22,0.38,0.0,0.0,3.6
2015-06-07,1,2,9.73,196.0,435.0,3.37,0.37,0.0,0.0,3.74
2015-06-06,1,2,10.9,197.0,446.0,3.38,0.43,0.0,0.0,3.81
2015-06-05,1,2,9.08,205.0,468.0,3.32,0.44,0.0,0.0,3.76
2015-06-04,1,2,10.3,194.0,464.0,3.47,0.38,0.0,0.0,3.85
2015-06-03,1,2,10.1,189.0,453.0,3.77,0.44,0.0,0.0,4.21
2015-06-02,1,2,10.4,197.0,457.0,3.67,0.41,0.0,0.0,4.08
2015-06-01,1,2,10.3,194.0,439.0,3.42,0.41,0.0,0.0,3.83
2015-05-31,1,2,10.9,206.0,457.0,3.32,0.36,0.0,0.0,3.68
2015-05-30,1,2,10.5,197.0,442.0,3.47,0.39,0.0,0.0,3.86
2015-05-29,1,2,10.2,198.0,443.0,3.48,0.38,0.0,0.0,3.86
2015-05-28,1,2,10.1,194.0,438.0,3.2,0.42,0.0,0.0,3.62
2015-05-27,1,2,9.02,192.0,442.0,3.59,0.37,0.0,0.0,3.96
2015-05-26,1,2,10.4,189.0,458.0,3.19,0.41,0.0,0.0,3.6
2015-05-25,1,2,9.12,201.0,462.0,3.52,0.44,0.0,0.0,3.96
2015-05-24,1,2,10.6,196.0,467.0,3.73,0.42,0.0,0.0,4.15
2015-05-23,1,2,9.68,197.0,427.0,3.7,0.36,0.0,0.0,4.06
2015-05-22,1,2,10.8,203.0,436.0,3.41,0.44,0.0,0.0,3.85
2015-05-21,1,2,9.05,207.0,459.0,3.53,0.39,0.0,0.0,3.92
2015-05-20,1,2,10.6,211.0,428.0,3.22,0.37,0.0,0.0,3.59
2015-05-19,1,2,9.93,195.0,430.0,3.75,0.43,0.0,0.0,4.18
2015-05-18,1,2,10.1,195.0,455.0,3.81,0.4,0.0,0.0,4.21
2015-05-17,1,2,9.6,204.0,430.0,3.76,0.37,0.0,0.0,4.13
2015-05-16,1,2,9.65,191.0,433.0,3.58,0.38,0.0,0.0,3.96
2015-05-15,1,2,9.51,211.0,428.0,3.35,0.38,0.0,0.0,3.73
2015-05-14,1,2,9.05,205.0,437.0,3.47,0.42,0.0,0.0,3.89
2015-05-13,1,2,10.6,194.0,445.0,3.73,0.37,0.0,0.0,4.1
2015-05-12,1,2,9.91,192.0,458.0,3.71,0.37,0.0,0.0,4.08
2015-05-11,1,2,9.96,193.0,434.0,3.23,0.41,0.0,0.0,3.64
2015-05-10,1,2,10.7,194.0,437.0,3.3,0.36,0.0,0.0,3.66
2015-05-09,1,2,9.6,204.0,430.0,3.76,0.37,0.0,0.0,4.13
2015-05-08,1,2,10.6,196.0,452.0,3.77,0.41,0.0,0.0,4.18
2015-05-07,1,2,10.9,201.0,467.0,3.8,0.42,0.0,0.0,4.22
2015-05-06,1,2,10.5,208.0,472.0,3.76,0.44,0.0,0.0,4.2
2015-05-05,1,2,9.79,203.0,430.0,3.72,0.43,0.0,0.0,4.15
2015-05-04,1,2,10.9,192.0,448.0,3.25,0.4,0.0,0.0,3.65
2015-05-03,1,2,9.03,198.0,439.0,3.48,0.39,0.0,0.0,3.87
2015-05-02,1,2,10.5,193.0,442.0,3.49,0.42,0.0,0.0,3.91
2015-05-01,1,2,9.65,191.0,433.0,3.58,0.38,0.0,0.0,3.96
2015-04-30,1,2,9.77,193.0,455.0,3.19,0.37,0.0,0.0,3.56
2015-04-29,1,2,9.3,201.0,440.0,3.22,0.41,0.0,0.0,3.63
2015-04-28,1,2,10.2,194.0,448.0,3.51,0.39,0.0,0.0,3.9
2015-04-27,1,2,9.37,195.0,451.0,3.39,0.38,0.0,0.0,3.77
2015-04-26,1,2,10.7,188.0,458.0,3.84,0.4,0.0,0.0,4.24
2015-04-25,1,2,10.5,194.0,466.0,3.17,0.43,0.0,0.0,3.6
2015-04-24,1,2,10.9,195.0,446.0,3.28,0.36,0.0,0.0,3.64
2015-04-23,1,2,10.2,202.0,449.0,3.28,0.38,0.0,0.0,3.66
2015-04-22,1,2,9.48,209.0,445.0,3.18,0.37,0.0,0.0,3.55
2015-04-21,1,2,9.12,204.0,438.0,3.61,0.4,0.0,0.0,4.01
2015-04-20,1,2,10.7,191.0,441.0,3.62,0.38,0.0,0.0,4.0
2015-04-19,1,2,9.71,191.0,445.0,3.33,0.41,0.0,0.0,3.74
2015-04-18,1,2,9.3,197.0,469.0,3.2,0.4,0.0,0.0,3.6
2015-04-17,1,2,9.62,194.0,447.0,3.81,0.44,0.0,0.0,4.25
2015-04-16,1,2,10.5,202.0,434.0,3.32,0.36,0.0,0.0,3.68
2015-04-15,1,2,9.51,192.0,447.0,3.77,0.4,0.0,0.0,4.17
2015-04-14,1,2,9.73,209.0,431.0,3.52,0.38,0.0,0.0,3.9
2015-04-13,1,2,10.9,208.0,464.0,3.3,0.4,0.0,0.0,3.7
2015-04-12,1,2,10.9,192.0,450.0,3.77,0.37,0.0,0.0,4.14
2015-04-11,1,2,9.26,188.0,434.0,3.35,0.37,0.0,0.0,3.72
2015-04-10,1,2,10.5,201.0,461.0,3.45,0.41,0.0,0.0,3.86
2015-04-08,1,2,10.7,188.0,470.0,3.29,0.37,0.0,0.0,3.66
2015-04-07,1,2,10.7,195.0,456.0,3.2,0.4,0.0,0.0,3.6
2015-04-06,1,2,10.0,207.0,451.0,3.18,0.39,0.0,0.0,3.57
2015-04-05,1,2,10.8,195.0,468.0,3.4,0.37,0.0,0.0,3.77
2015-04-04,1,2,10.0,202.0,452.0,3.56,0.41,0.0,0.0,3.97
2015-04-03,1,2,10.3,206.0,430.0,3.29,0.39,0.0,0.0,3.68
2015-04-02,1,2,10.2,189.0,439.0,3.57,0.37,0.0,0.0,3.94
2015-04-01,1,2,9.41,188.0,452.0,3.44,0.43,0.0,0.0,3.87
2015-03-31,1,2,10.2,206.0,463.0,3.56,0.44,0.0,0.0,4.0
2015-03-30,1,2,9.99,195.0,430.0,3.35,0.41,0.0,0.0,3.76
2015-03-29,1,2,9.05,206.0,440.0,3.49,0.38,0.0,0.0,3.87
2015-03-17,1,2,10.0,219.0,456.0,2.79,0.4,0.0,0.0,3.19
2015-03-16,1,2,9.06,208.0,444.0,2.83,0.37,0.0,0.0,3.2
2015-03-15,1,2,9.47,222.0,428.0,2.76,0.39,0.0,0.0,3.15
2015-03-14,1,2,9.28,227.0,444.0,2.78,0.38,0.0,0.0,3.16
2015-03-13,1,2,9.01,230.0,461.0,3.13,0.41,0.0,0.0,3.54
2015-03-12,1,2,9.62,215.0,455.0,2.99,0.37,0.0,0.0,3.36
2015-03-11,1,2,9.06,214.0,451.0,2.76,0.4,0.0,0.0,3.16
2015-03-10,1,2,9.78,213.0,459.0,3.22,0.42,0.0,0.0,3.64
2015-03-09,1,2,9.78,213.0,459.0,3.22,0.42,0.0,0.0,3.64
2015-03-08,1,2,9.63,232.0,454.0,3.0,0.38,0.0,0.0,3.38
2015-03-07,1,2,9.65,232.0,443.0,3.14,0.41,0.0,0.0,3.55
2015-03-06,1,2,9.17,218.0,430.0,2.87,0.37,0.0,0.0,3.24
2015-03-05,1,2,9.32,228.0,468.0,3.21,0.41,0.0,0.0,3.62
2015-03-04,1,2,10.5,214.0,431.0,3.02,0.38,0.0,0.0,3.4
2015-03-03,1,2,10.6,195.0,339.0,2.77,0.4,0.0,0.0,3.17
2015-03-02,1,2,10.7,203.0,348.0,2.95,0.4,0.0,0.0,3.35
2015-03-01,1,2,9.05,200.0,350.0,2.75,0.37,0.0,0.0,3.12
2015-02-28,1,2,10.4,190.0,356.0,3.05,0.39,0.0,0.0,3.44
2015-02-27,1,2,9.32,203.0,343.0,3.3,0.37,0.0,0.0,3.67
2015-02-26,1,2,9.2,208.0,350.0,2.91,0.38,0.0,0.0,3.29
2015-02-25,1,2,10.7,201.0,325.0,3.3,0.42,0.0,0.0,3.72
2015-02-24,1,2,9.18,197.0,343.0,3.07,0.37,0.0,0.0,3.44
2015-02-23,1,2,9.95,211.0,345.0,2.75,0.38,0.0,0.0,3.13
2015-02-22,1,2,9.17,196.0,354.0,3.12,0.43,0.0,0.0,3.55
2015-02-21,1,2,9.88,201.0,323.0,3.19,0.37,0.0,0.0,3.56
2015-02-20,1,2,10.9,200.0,340.0,2.92,0.43,0.0,0.0,3.35
2015-02-19,1,2,10.4,205.0,341.0,3.05,0.43,0.0,0.0,3.48
2015-02-18,1,2,9.77,205.0,328.0,3.3,0.42,0.0,0.0,3.72
2015-02-17,1,2,10.1,200.0,356.0,3.01,0.41,0.0,0.0,3.42
2015-02-16,1,2,9.51,188.0,330.0,3.09,0.38,0.0,0.0,3.47
2015-02-15,1,2,9.41,207.0,356.0,2.95,0.4,0.0,0.0,3.35
2015-02-14,1,2,10.3,211.0,323.0,2.81,0.41,0.0,0.0,3.22
2015-02-13,1,2,10.2,205.0,335.0,3.03,0.4,0.0,0.0,3.43
2015-02-12,1,2,9.64,209.0,353.0,3.04,0.37,0.0,0.0,3.41
2015-02-11,1,2,10.3,197.0,350.0,3.02,0.4,0.0,0.0,3.42
2015-02-10,1,2,10.7,193.0,325.0,2.97,0.44,0.0,0.0,3.41
2015-02-09,1,2,10.2,200.0,334.0,3.04,0.38,0.0,0.0,3.42
2015-02-08,1,2,10.4,200.0,331.0,2.82,0.37,0.0,0.0,3.19
2015-02-07,1,2,10.7,199.0,343.0,3.23,0.36,0.0,0.0,3.59
2015-02-06,1,2,10.9,195.0,340.0,3.0,0.41,0.0,0.0,3.41
2015-02-05,1,2,9.47,193.0,356.0,2.95,0.37,0.0,0.0,3.32
2015-02-04,1,2,9.52,188.0,331.0,3.13,0.43,0.0,0.0,3.56
2015-02-03,1,2,10.7,197.0,327.0,3.12,0.4,0.0,0.0,3.52
2015-02-02,1,2,9.64,188.0,329.0,2.85,0.36,0.0,0.0,3.21
2015-02-01,1,2,10.8,200.0,331.0,2.79,0.36,0.0,0.0,3.15
2015-01-31,1,2,10.9,191.0,345.0,3.14,0.4,0.0,0.0,3.54
2015-01-30,1,2,10.3,209.0,354.0,2.75,0.37,0.0,0.0,3.12
2015-01-29,1,2,10.1,206.0,354.0,3.09,0.43,0.0,0.0,3.52
2015-01-28,1,2,9.36,194.0,346.0,3.06,0.36,0.0,0.0,3.42
2015-01-27,1,2,10.8,203.0,352.0,3.11,0.39,0.0,0.0,3.5
2015-01-26,1,2,10.1,203.0,353.0,3.13,0.39,0.0,0.0,3.52
