time,equ_status,equ_status_1,H2_volume,CO_volume,CO2_volume,CH4_volume,C2H4_volume,C2H2_volume,C2H6_volume,total_hydrocarbons
2015-07-31,1,2,6.36,306.0,491.0,3.99,0.43,0.0,0.0,4.42
2015-07-30,1,2,6.04,329.0,483.0,3.91,0.46,0.0,0.0,4.37
2015-07-29,1,2,6.42,322.0,490.0,4.17,0.49,0.0,0.0,4.66
2015-07-28,1,2,5.57,337.0,497.0,4.35,0.45,0.0,0.0,4.8
2015-07-27,1,2,6.14,311.0,484.0,4.16,0.49,0.0,0.0,4.65
2015-07-26,1,2,6.03,318.0,522.0,3.78,0.48,0.0,0.0,4.26
2015-07-25,1,2,6.57,327.0,504.0,3.62,0.49,0.0,0.0,4.11
2015-07-24,1,2,6.49,332.0,494.0,4.18,0.48,0.0,0.0,4.66
2015-07-23,1,2,5.4,311.0,513.0,3.98,0.44,0.0,0.0,4.42
2015-07-22,1,2,5.93,334.0,487.0,4.4,0.42,0.0,0.0,4.82
2015-07-21,1,2,5.93,331.0,514.0,4.05,0.48,0.0,0.0,4.53
2015-07-20,1,2,6.49,332.0,494.0,4.18,0.48,0.0,0.0,4.66
2015-07-19,1,2,6.57,327.0,504.0,3.62,0.49,0.0,0.0,4.11
2015-07-18,1,2,5.85,330.0,500.0,3.97,0.45,0.0,0.0,4.42
2015-07-17,1,2,6.04,327.0,499.0,3.97,0.44,0.0,0.0,4.41
2015-07-16,1,2,5.74,333.0,511.0,3.87,0.44,0.0,0.0,4.31
2015-07-15,1,2,5.75,307.0,515.0,3.78,0.48,0.0,0.0,4.26
2015-07-14,1,2,5.54,338.0,496.0,4.2,0.46,0.0,0.0,4.66
2015-07-13,1,2,6.12,304.0,493.0,4.08,0.46,0.0,0.0,4.54
2015-07-12,1,2,6.5,317.0,501.0,4.4,0.42,0.0,0.0,4.82
2015-07-11,1,2,5.57,304.0,500.0,4.19,0.48,0.0,0.0,4.67
2015-07-10,1,2,6.4,324.0,489.0,4.02,0.49,0.0,0.0,4.51
2015-07-09,1,2,6.6,325.0,505.0,3.76,0.49,0.0,0.0,4.25
2015-07-08,1,2,5.47,314.0,512.0,4.16,0.49,0.0,0.0,4.65
2015-07-07,1,2,5.68,325.0,501.0,3.76,0.44,0.0,0.0,4.2
2015-07-06,1,2,6.18,322.0,485.0,4.04,0.48,0.0,0.0,4.52
2015-06-20,1,2,5.63,315.0,493.0,3.67,0.42,0.0,0.0,4.09
2015-06-19,1,2,5.81,330.0,514.0,3.75,0.47,0.0,0.0,4.22
2015-06-18,2,1,6.6,334.0,486.0,3.99,0.46,0.0,0.0,4.45
2015-06-17,1,2,6.6,334.0,486.0,3.99,0.46,0.0,0.0,4.45
2015-06-16,1,2,6.6,334.0,486.0,3.99,0.46,0.0,0.0,4.45
2015-06-15,1,2,5.42,328.0,519.0,3.72,0.48,0.0,0.0,4.2
2015-06-14,1,2,5.54,328.0,522.0,4.18,0.44,0.0,0.0,4.62
